ids,names,rating,review_count,price,transactions,is_closed,type_food,type_food_alias,latitude,longitude,country,state,city,zip_code,purchase,pickup_delivery
vmZ-bgnM5B76NUpegAjy1g,Hotbird,4.5,131,,,False,"Sandwiches, Chicken Shop, Burgers","sandwiches, chickenshop, burgers",37.7768004184036,-122.416263845447,US,CA,San Francisco,94103.0,,
pgjbSwK_8DH2o_zQsr3dRQ,AshYan's Lu Ruo Fan,5.0,4,,,False,"Taiwanese, Food Delivery Services","taiwanese, fooddeliveryservices",37.77713,-122.41963999999999,US,CA,San Francisco,,,
KA-P3d2NcbJy5SQN-vCzPA,Aria Korean Street Food,4.0,891,$$,"['pickup', 'delivery']",False,"Korean, Tapas/Small Plates, Chicken Shop","korean, tapasmallplates, chickenshop",37.78655,-122.41795,US,CA,San Francisco,94109.0,"['pickup', 'delivery']",pickup and delivery
kFgjHGp-cTUK5uPaSJOORA,Souvla,4.0,1418,$$,['delivery'],False,"Greek, Mediterranean","greek, mediterranean",37.77643,-122.425,US,CA,San Francisco,94102.0,['delivery'],only delivery
sk2OH92GwQjFKbguoFWHSw,Uncle Tito,4.0,1,,,False,Filipino,filipino,37.776902,-122.415244,US,CA,San Francisco,94103.0,,
GmHNkpAaypi9jclaLI7sDQ,Fermentation Lab,4.5,292,$$,"['pickup', 'delivery']",False,Gastropubs,gastropubs,37.77852,-122.41561000000002,US,CA,San Francisco,94102.0,"['pickup', 'delivery']",pickup and delivery
kvrQecqdGvnuVICMstZJmA,Dumpling Home,4.5,96,,"['pickup', 'delivery']",False,"Dim Sum, Noodles, Asian Fusion","dimsum, noodles, asianfusion",37.77571,-122.42257,US,CA,San Francisco,94102.0,"['pickup', 'delivery']",pickup and delivery
lJAGnYzku5zSaLnQ_T6_GQ,Brenda's French Soul Food,4.0,11058,$$,['delivery'],False,"Breakfast & Brunch, Southern, Cajun/Creole","breakfast_brunch, southern, cajun",37.7829016035273,-122.419043442957,US,CA,San Francisco,94102.0,['delivery'],only delivery
AMhxom9yhQjTkFRMTKk_IA,WingSlut,4.5,11,,,False,"Chicken Wings, Fast Food, Asian Fusion","chicken_wings, hotdogs, asianfusion",37.776775,-122.41641399999999,US,CA,San Francisco,94103.0,,
__V4jzP3SNrg3_n0QoDmcQ,Beyond Burma,4.0,98,$$,"['pickup', 'delivery', 'restaurant_reservation']",False,"Burmese, Indonesian, Noodles","burmese, indonesian, noodles",37.78784,-122.41356499999999,US,CA,San Francisco,94109.0,"['restaurant_reservation', 'pickup', 'delivery']",pickup and delivery
lbZj8kCKlfZm3BmvPxzXvA,ChiliCali,5.0,18,,,False,"Pop-Up Restaurants, Caterers, Indonesian","popuprestaurants, catering, indonesian",37.7770186,-122.416524,US,CA,San Francisco,94103.0,,
XVPiXV_TPivnr9szB5kc-A,Birdsong,4.5,274,$$$$,,False,American (New),newamerican,37.7793175,-122.41052350000001,US,CA,San Francisco,94103.0,,
d11DpeZN_2CBkaKGkEsKsw,HoM Korean Kitchen,4.0,62,,"['pickup', 'delivery']",False,Korean,korean,37.78095,-122.41453,US,CA,San Francisco,94102.0,"['pickup', 'delivery']",pickup and delivery
Edjd2Z4Tr1XYy6yq6jMM2w,Papito Hayes,4.0,748,$$,['delivery'],False,Mexican,mexican,37.776635,-122.423396,US,CA,San Francisco,94102.0,['delivery'],only delivery
wCf2GGyEOkaSFE0xCYpgOA,Hai Ky Noodles,4.5,980,$$,['delivery'],False,"Chinese, Vietnamese, Noodles","chinese, vietnamese, noodles",37.7840538024902,-122.417953491211,US,CA,San Francisco,94109.0,['delivery'],only delivery
pxhNGH0mL_WHMAU4m3tB8A,Arepas En Bici,4.5,35,,,False,"Venezuelan, Personal Chefs, Caterers","venezuelan, personalchefs, catering",37.787152,-122.41636100000001,US,CA,San Francisco,94109.0,,
H76UbTvcepqyQ7ZufDkJow,Akna,5.0,21,,,False,"Mexican, Pop-Up Restaurants","mexican, popuprestaurants",37.777726,-122.422991,US,CA,San Francisco,94102.0,,
dY0Mc_PHH6nLENvWmVtwxQ,Daeho Kalbijjim & Beef Soup,4.5,891,$$,"['pickup', 'delivery']",False,"Korean, Soup, Noodles","korean, soup, noodles",37.78601,-122.42858000000001,US,CA,San Francisco,94115.0,"['pickup', 'delivery']",pickup and delivery
iyo3pjuRb7mTpaDwXnAzuQ,Square Pie Guys,4.5,351,$$,"['pickup', 'delivery']",False,Pizza,pizza,37.779478999999995,-122.4103136,US,CA,San Francisco,94103.0,"['pickup', 'delivery']",pickup and delivery
G3nORz3a6ZnHkOwc7xppdw,Lucky Pig,4.0,188,$$,"['pickup', 'delivery']",False,Korean,korean,37.78509974066,-122.41755695726299,US,CA,San Francisco,94109.0,"['pickup', 'delivery']",pickup and delivery
hqQoVK0vadOX7_4gN1sh3g,Saigon Sandwich,4.5,3364,$,['delivery'],False,"Vietnamese, Sandwiches","vietnamese, sandwiches",37.7831519576568,-122.417318022037,US,CA,San Francisco,94102.0,['delivery'],only delivery
kqk5BoCJU59MC9fH0IB4wQ,Kin Khao,4.0,2138,$$,['delivery'],False,Thai,thai,37.7852278803726,-122.40934813733601,US,CA,San Francisco,94102.0,['delivery'],only delivery
vLNzJX1ctfP4NNESCFOeGw,Son & Garden,4.5,91,,['delivery'],False,American (New),newamerican,37.783387,-122.41901599999998,US,CA,San Francisco,94109.0,['delivery'],only delivery
lQv-kAI-ZOMPSJj909I1JQ,Sunset Slurps,4.5,29,,,False,"Vietnamese, Noodles, Soup","vietnamese, noodles, soup",37.773658000000005,-122.41609299999999,US,CA,San Francisco,94103.0,,
6KASBgDLNL7tYGj3Z-I1JQ,Mela Tandoori Kitchen,4.0,592,$$,"['pickup', 'delivery', 'restaurant_reservation']",False,"Indian, Pakistani, Halal","indpak, pakistani, halal",37.7811951935291,-122.419438585639,US,CA,San Francisco,94102.0,"['restaurant_reservation', 'pickup', 'delivery']",pickup and delivery
HzUyYVeHHbBsB5s2CsPHTg,Matko,4.5,19,,"['pickup', 'delivery']",False,"Korean, Fast Food","korean, hotdogs",37.77702,-122.41651999999999,US,CA,San Francisco,94103.0,"['pickup', 'delivery']",pickup and delivery
feufnVt4k_t2eJakDU1bAw,Pläj Scandinavian Restaurant & Bar,4.0,674,$$$,,False,"Scandinavian, Bars","scandinavian, bars",37.7787285,-122.4222183,US,CA,San Francisco,94102.0,,
2TEUeYh5f4YOW_s1TZ_daQ,Poké Bar,4.0,216,$$,,False,"Asian Fusion, Hawaiian, Poke","asianfusion, hawaiian, poke",37.776435349214,-122.417017556727,US,CA,San Francisco,94103.0,,
NIxLwW9mdYegtqhxmXjoaQ,Sunset Squares Pizza,3.5,12,,,False,Pizza,pizza,37.776902,-122.415244,US,CA,San Francisco,94103.0,,
KkAVX3Wb7E3lP5F_f_8pXg,Liholiho Yacht Club,4.5,2442,$$$,['delivery'],False,"Bars, American (New), Seafood","bars, newamerican, seafood",37.78818,-122.41458,US,CA,San Francisco,94109.0,['delivery'],only delivery
Xdx2_n3nk9Td_aSe7E5ARQ,Rich Table,4.0,1243,$$$,['delivery'],False,"American (New), Cocktail Bars, Wine Bars","newamerican, cocktailbars, wine_bars",37.77485,-122.42284,US,CA,San Francisco,94102.0,['delivery'],only delivery
yD9-WrXijc_grVmi_zkCfQ,Hinata,4.5,560,$$$$,['restaurant_reservation'],False,"Sushi Bars, Japanese","sushi, japanese",37.78324,-122.42048,US,CA,San Francisco,94109.0,['restaurant_reservation'],neither pickup nor delivery
L5BYUnIYHKZOlQz8VxmCNQ,Mac Attack,4.5,13,,"['pickup', 'delivery']",False,American (Traditional),tradamerican,37.774817999999996,-122.410742,US,CA,San Francisco,94103.0,"['pickup', 'delivery']",pickup and delivery
UdRV_X0aah6c2_LLbB8dGg,Yama-chan,4.0,98,$,['delivery'],False,Japanese,japanese,37.785275,-122.429119,US,CA,San Francisco,94115.0,['delivery'],only delivery
fFhikWtYzlrgTmekKsf5yg,Manila Bowl,4.0,120,$$,"['pickup', 'delivery']",False,Filipino,filipino,37.776740000000004,-122.41636000000001,US,CA,San Francisco,94103.0,"['pickup', 'delivery']",pickup and delivery
kPRMsrxQhRC4NMX8Mord_A,Miss SaiGon,4.0,1143,$$,"['pickup', 'delivery', 'restaurant_reservation']",False,Vietnamese,vietnamese,37.7807121276855,-122.40876770019501,US,CA,San Francisco,94103.0,"['restaurant_reservation', 'pickup', 'delivery']",pickup and delivery
eLIwYQUopMYNQTiWVILuYA,Califorrito,5.0,4,,"['pickup', 'delivery']",False,Mexican,mexican,37.776406,-122.42151899999999,US,CA,San Francisco,94102.0,"['pickup', 'delivery']",pickup and delivery
nJziHiIt86OGqKQQFHd9jg,Jin Mi Korean Cuisine,4.0,465,$$,"['pickup', 'delivery']",False,"Korean, Soup, Noodles","korean, soup, noodles",37.781620000000004,-122.41682,US,CA,San Francisco,94102.0,"['pickup', 'delivery']",pickup and delivery
XhJ6ZYagcWNHpJ1H1KvNlQ,a Mano,4.0,965,$$,['delivery'],False,"Italian, Cocktail Bars, Pizza","italian, cocktailbars, pizza",37.776963880538,-122.423868469312,US,CA,San Francisco,94102.0,['delivery'],only delivery
2H4HtGBwT8KRfUuWmE3uAg,Bota Tapas & Paella Bar,4.0,287,$$$,"['pickup', 'delivery', 'restaurant_reservation']",False,"Spanish, Seafood, Tapas/Small Plates","spanish, seafood, tapasmallplates",37.786985807903,-122.411396958251,US,CA,San Francisco,94102.0,"['restaurant_reservation', 'pickup', 'delivery']",pickup and delivery
GjIO1jUDyaRwV0nS7WfQ7Q,Bellota,4.0,644,$$$,['delivery'],False,"Spanish, Seafood, Tapas Bars","spanish, seafood, tapas",37.772,-122.40526000000001,US,CA,San Francisco,94103.0,['delivery'],only delivery
t2sNw0Uzhs7iu7KO4bt8ug,Tortellino,4.5,32,$$,"['pickup', 'delivery']",False,"Italian, Pasta Shops, Cooking Classes","italian, pastashops, cookingclasses",37.776785,-122.4166,US,CA,San Francisco,94103.0,"['pickup', 'delivery']",pickup and delivery
lqTCGG1LgzO1odQZbHHITw,Hetchy's Hots,4.5,62,,"['pickup', 'delivery']",False,"Chicken Shop, Sandwiches","chickenshop, sandwiches",37.779459,-122.410326,US,CA,San Francisco,94103.0,"['pickup', 'delivery']",pickup and delivery
c9VZtF34xQBdazi8k-YIMA,The Italian Homemade Company,4.0,201,$$,"['pickup', 'delivery']",False,Italian,italian,37.774414,-122.42093700000001,US,CA,San Francisco,94102.0,"['pickup', 'delivery']",pickup and delivery
kiRsScNQs_UdDV6jPyeCWg,Petit Crenn,4.0,436,$$$$,,False,French,french,37.7762604,-122.42649080000001,US,CA,San Francisco,94102.0,,
O2y-CyIsJz8f_6f-MJuKIA,Chambers,4.0,979,$$,"['pickup', 'delivery']",False,"American (New), Bars","newamerican, bars",37.7831646,-122.41791740000001,US,CA,San Francisco,94109.0,"['pickup', 'delivery']",pickup and delivery
oqsu3pKpgRMGHj9QItsx0A,Zuni Café,4.0,2760,$$$,['delivery'],False,"Italian, French","italian, french",37.7734826,-122.42163959999999,US,CA,San Francisco,94102.0,['delivery'],only delivery
2hSZgn-Ns4MPQ-UZvUOvJQ,Falafel Boy,4.5,13,,"['pickup', 'delivery']",False,Falafel,falafel,37.775344,-122.426229,US,CA,San Francisco,94102.0,"['pickup', 'delivery']",pickup and delivery
SG2-29u7Uw1VR9e1xCAT5w,Maison Danel,4.0,119,$$$,,False,"Tea Rooms, French, Bakeries","tea, french, bakeries",37.786602,-122.41963999999999,US,CA,San Francisco,94109.0,,
cZ1D-Cb2uyDJXik2nFiN0w,Tú Lan,4.0,815,$,"['pickup', 'delivery']",False,"Vietnamese, Seafood, Noodles","vietnamese, seafood, noodles",37.7818811498491,-122.41013544650299,US,CA,San Francisco,94103.0,"['pickup', 'delivery']",pickup and delivery
7dHj1XDVA_7AYXTfp5i-BQ,MOMO noodle,4.0,75,$$,"['delivery', 'pickup']",False,"Noodles, Food Trucks, Szechuan","noodles, foodtrucks, szechuan",37.791053771972656,-122.40193176269531,US,CA,San Francisco,94104.0,"['pickup', 'delivery']",pickup and delivery
kn782Mw92uchlBI2CyosOQ,Tokyo Hot Chicken San Francisco,4.0,24,,"['delivery', 'pickup']",False,Chicken Shop,chickenshop,37.792885999999996,-122.397979,US,CA,San Francisco,94111.0,"['pickup', 'delivery']",pickup and delivery
T7yx68dDBG33VJXXks5Fhw,YUBU By The Shota,4.5,53,,"['delivery', 'pickup']",False,"Japanese, Sushi Bars","japanese, sushi",37.79143,-122.40105600000001,US,CA,San Francisco,94104.0,"['pickup', 'delivery']",pickup and delivery
WOVHQYzSAdyXYOiYDTmujQ,The Bird,4.0,1923,$,['delivery'],False,"Chicken Shop, Sandwiches","chickenshop, sandwiches",37.787240000000004,-122.39995,US,CA,San Francisco,94105.0,['delivery'],only delivery
0FpTfyn_QiG7e6cjPjxKqQ,HI City,4.0,50,$$,"['delivery', 'pickup']",False,"Hawaiian, Poke, Filipino","hawaiian, poke, filipino",37.79139,-122.4013,US,CA,San Francisco,94104.0,"['pickup', 'delivery']",pickup and delivery
ykvr3ib1gHQHI4tznSn8iA,Wayfare Tavern,4.0,3944,$$$,"['delivery', 'pickup']",False,American (Traditional),tradamerican,37.794169000000004,-122.402359,US,CA,San Francisco,94111.0,"['pickup', 'delivery']",pickup and delivery
BNiAdGR9pvgJvX5R1o_kkQ,Curry Up Now Food Truck,4.0,930,$,['delivery'],False,"Food Trucks, Indian","foodtrucks, indpak",37.790929999999996,-122.40163999999999,US,CA,San Francisco,94104.0,['delivery'],only delivery
IRD_9JUjR-06zztisuTdAA,Akiko's Restaurant,4.0,1906,$$$,['delivery'],False,"Sushi Bars, Japanese","sushi, japanese",37.790582,-122.404653,US,CA,San Francisco,94108.0,['delivery'],only delivery
5D--FJXQHdC3kZWYm2GREg,Barcha,4.0,500,$$,"['delivery', 'pickup']",False,"Mediterranean, Tapas/Small Plates","mediterranean, tapasmallplates",37.79099665582179,-122.397482693195,US,CA,San Francisco,94105.0,"['pickup', 'delivery']",pickup and delivery
_BDoTBI2YlyUaWFOXBEF8Q,Sababa,4.5,340,$$,"['delivery', 'pickup']",False,"Mediterranean, Middle Eastern, Greek","mediterranean, mideastern, greek",37.791183239135606,-122.404289804399,US,CA,San Francisco,94108.0,"['pickup', 'delivery']",pickup and delivery
_oZ8X3onXs6TRgHBewJdYg,Sababa,4.5,17,,,False,"Middle Eastern, Falafel","mideastern, falafel",37.789308784521715,-122.399772869011,US,CA,San Francisco,94105.0,,
agUov63fwIufCj8t6pCivg,Pushkin,4.5,201,$,"['delivery', 'pickup']",False,"Russian, Ukrainian, Soup","russian, ukrainian, soup",37.791338,-122.403632,US,CA,San Francisco,94104.0,"['pickup', 'delivery']",pickup and delivery
7qK2Gwu0afQMtYFSJvvCqQ,Muracci's Japanese Curry & Grill,4.0,1735,$$,['pickup'],False,Japanese Curry,japacurry,37.791036,-122.404233,US,CA,San Francisco,94108.0,['pickup'],only pickup
kBEo83SItZwTVZFYBUnJbA,iKU Sushi,4.0,94,$,"['delivery', 'pickup']",False,Sushi Bars,sushi,37.790259999999996,-122.40205,US,CA,San Francisco,94104.0,"['pickup', 'delivery']",pickup and delivery
MXy-YMQCWpBJf92HFRhGhw,Per Diem,4.0,787,$$,['delivery'],False,"American (New), Cocktail Bars","newamerican, cocktailbars",37.790040999999995,-122.401275,US,CA,San Francisco,94104.0,['delivery'],only delivery
Tf14DLc_VlebmUtptENxhw,Shlap Muan by Braised + Bread,4.5,128,$$,"['delivery', 'pickup']",False,"Cambodian, Asian Fusion, Chicken Wings","cambodian, asianfusion, chicken_wings",37.7891276,-122.40292679999999,US,CA,San Francisco,94104.0,"['pickup', 'delivery']",pickup and delivery
Wd5ho0_FKk9n7uV8pSCYIg,Barbacco,4.0,1622,$$,"['pickup', 'delivery']",False,"Italian, Bars","italian, bars",37.7935921194034,-122.399338591436,US,CA,San Francisco,94111.0,"['pickup', 'delivery']",pickup and delivery
ZNj4xwodItEfFofNYxMEhw,The Shota,5.0,165,$$$$,['delivery'],False,"Japanese, Sushi Bars","japanese, sushi",37.79142,-122.40103,US,CA,San Francisco,94104.0,['delivery'],only delivery
UqTdHGPBx730m5D51EOI6Q,Rooster & Rice,4.0,345,$$,"['delivery', 'pickup']",False,Thai,thai,37.789229999999996,-122.40404,US,CA,San Francisco,94108.0,"['pickup', 'delivery']",pickup and delivery
1pq5mmp71nXWBK_jG9VxHg,Golden Star Vietnamese Restaurant,4.0,1233,$,['delivery'],False,"Vietnamese, Noodles, Soup","vietnamese, noodles, soup",37.7945505827665,-122.40574255585699,US,CA,San Francisco,94108.0,['delivery'],only delivery
XwN8iZohq2qkfM0rPqzDOQ,Uno Dos Tacos,4.0,792,$,"['delivery', 'pickup']",False,"Mexican, Bars, Salad","mexican, bars, salad",37.7891126754314,-122.400815612269,US,CA,San Francisco,94105.0,"['pickup', 'delivery']",pickup and delivery
mfD5wlWS6tY92FJHDcBwJA,Bouche,4.5,786,$$$,"['delivery', 'pickup']",False,French,french,37.790254,-122.40736126899701,US,CA,San Francisco,94108.0,"['pickup', 'delivery']",pickup and delivery
Z_X0WvSmh9DUxBD9xhet9Q,Sam Wo Restaurant,4.0,1082,$,"['pickup', 'delivery']",False,Chinese,chinese,37.7942543029785,-122.405113220215,US,CA,San Francisco,94108.0,"['pickup', 'delivery']",pickup and delivery
9Irn4OeTU8mj_BQ2HFQaww,The Vault Garden,4.0,130,$$$,['delivery'],False,"American (Traditional), Cocktail Bars","tradamerican, cocktailbars",37.79226,-122.40348,US,CA,San Francisco,94104.0,['delivery'],only delivery
XWGSjN82azh6Op-tG4659Q,Luke's Lobster SoMa,3.5,422,$$,"['delivery', 'pickup']",False,Seafood,seafood,37.7880152,-122.4000381,US,CA,San Francisco,94105.0,"['pickup', 'delivery']",pickup and delivery
fx_P3Mw4IPmpjH9RalImNQ,Tin Cactus,4.5,22,,,False,Mexican,mexican,37.791497,-122.4036872,US,CA,San Francisco,94104.0,,
aINJgFdqCjILgZdsVttnug,Kingbob,4.0,7,,['delivery'],False,Korean,korean,37.79442,-122.40386000000001,US,CA,San Francisco,94111.0,['delivery'],only delivery
ztL8KI0ed0snCiK88ZUfNw,Perbacco,4.0,2034,$$$,"['delivery', 'pickup']",False,"Italian, Bars","italian, bars",37.7934543812786,-122.399336635582,US,CA,San Francisco,94111.0,"['pickup', 'delivery']",pickup and delivery
bvdEOVmFuWUV0sAALc_-zw,Harborview Restaurant & Bar,4.0,473,,"['delivery', 'restaurant_reservation', 'pickup']",False,"Chinese, Lounges, Seafood","chinese, lounges, seafood",37.794959000000006,-122.39566299999998,US,CA,San Francisco,94111.0,"['restaurant_reservation', 'pickup', 'delivery']",pickup and delivery
-h3g7n0ZUDcp8fcp_ffj3Q,Bini's Kitchen,4.5,222,$,"['pickup', 'delivery']",False,"Himalayan/Nepalese, Food Stands","himalayan, foodstands",37.7885210112459,-122.4027029875,US,CA,San Francisco,94104.0,"['pickup', 'delivery']",pickup and delivery
WxxE5kE8omgQhJE8sWIvmA,Tadich Grill,4.0,2435,$$$,['delivery'],False,"Seafood, American (Traditional)","seafood, tradamerican",37.793431560349,-122.39946821779101,US,CA,San Francisco,94111.0,['delivery'],only delivery
if7l8HVMz7kmW0tG9l2LQA,E&O Kitchen and Bar,4.0,1070,$$,['delivery'],False,"Asian Fusion, Venues & Event Spaces","asianfusion, venues",37.789719,-122.405846,US,CA,San Francisco,94108.0,['delivery'],only delivery
5I3fM8fRdkJdKL-_BJ1qvw,Michael Mina San Francisco,4.0,1233,$$$,"['delivery', 'pickup']",False,"Middle Eastern, Cocktail Bars, Wine Bars","mideastern, cocktailbars, wine_bars",37.7934609,-122.3996416,US,CA,San Francisco,94111.0,"['pickup', 'delivery']",pickup and delivery
NFpgg-5mP8Zto_yrrz_a4g,The Treasury,4.0,159,$$,['delivery'],False,"Cocktail Bars, American (Traditional)","cocktailbars, tradamerican",37.791293700000004,-122.4010389,US,CA,San Francisco,94104.0,['delivery'],only delivery
rMuLW1qVB-deU5NStYerWA,Sushirrito,4.0,1535,$$,"['delivery', 'pickup']",False,"Japanese, Sushi Bars, Asian Fusion","japanese, sushi, asianfusion",37.7902241805415,-122.403766215939,US,CA,San Francisco,94108.0,"['pickup', 'delivery']",pickup and delivery
AoxdFkE06fQs_ZP0S0VRPw,Hops & Hominy,4.0,2114,$$,"['delivery', 'pickup']",False,"Southern, American (Traditional), Bars","southern, tradamerican, bars",37.789312,-122.405731,US,CA,San Francisco,94108.0,"['pickup', 'delivery']",pickup and delivery
Q7_LfqaY3TrDaSIr7lk1TQ,City View Restaurant,4.0,1334,$$,"['delivery', 'pickup']",False,"Dim Sum, Cantonese","dimsum, cantonese",37.7943,-122.40409,US,CA,San Francisco,94111.0,"['pickup', 'delivery']",pickup and delivery
ka1_lat2boQwLMsOCiwGiA,R&G Lounge,3.5,4483,$$,"['delivery', 'restaurant_reservation']",False,"Seafood, Cantonese","seafood, cantonese",37.7941240989441,-122.40493740634199,US,CA,San Francisco,94108.0,"['restaurant_reservation', 'delivery']",only delivery
gsf5yf5HS3h8Z8MHpJ4t3w,Cafe Claude,4.0,1990,$$$,['delivery'],False,"French, Venues & Event Spaces","french, venues",37.790320951637604,-122.40452390370501,US,CA,San Francisco,94108.0,['delivery'],only delivery
hXIWnr66-Z9x5lSDfPD76g,Little Red Riding Truck,4.0,99,$,,False,"German, Food Trucks","german, foodtrucks",37.791114799999995,-122.4021273,US,CA,San Francisco,94104.0,,
1EWkmc_myDLYfvorOnYzEA,Hinodeya Downtown,4.5,193,$$,"['delivery', 'pickup']",False,Ramen,ramen,37.794596999999996,-122.404432,US,CA,San Francisco,94111.0,"['pickup', 'delivery']",pickup and delivery
mRvr3toGkIeaUwI5RtW0Gw,Gaspar Brasserie,4.0,375,$$$,['delivery'],False,"Brasseries, French, Cocktail Bars","brasseries, french, cocktailbars",37.7896186379079,-122.40344702208999,US,CA,San Francisco,94104.0,['delivery'],only delivery
LLsG5k-XLbD-0Ow7wW7ifA,Trilogi SF,5.0,4,$$,,False,"Asian Fusion, Caterers","asianfusion, catering",37.791114799999995,-122.4021273,US,CA,San Francisco,94104.0,,
h4kKnPtEKrhimJGRNRvNBQ,Taco Guapo,4.0,21,$$,['delivery'],False,Tacos,tacos,37.79015,-122.40276999999999,US,CA,San Francisco,94104.0,['delivery'],only delivery
5nCCitxHCg-lhvMowbrs_A,La Fromagerie,4.5,246,$$,"['delivery', 'pickup']",False,"Salad, Cheese Shops, Sandwiches","salad, cheese, sandwiches",37.7905110535375,-122.402407899499,US,CA,San Francisco,94104.0,"['pickup', 'delivery']",pickup and delivery
_8F_VkyCXRfmdGWVIjEBGA,Boutique Crenn X Cubert,4.5,8,,,False,Pop-Up Restaurants,popuprestaurants,37.789827,-122.396452,US,CA,San Francisco,94105.0,,
56gj15LDt8mcDIeKCbu-tg,Oren's Hummus,4.0,658,$$,"['delivery', 'restaurant_reservation', 'pickup']",False,"Mediterranean, Middle Eastern","mediterranean, mideastern",37.786607399999994,-122.4021922,US,CA,San Francisco,94103.0,"['restaurant_reservation', 'pickup', 'delivery']",pickup and delivery
BRz0ocqDzNlGS-AG1IpXtA,PABU Izakaya San Francisco,4.0,963,$$$,"['delivery', 'pickup']",False,"Japanese, Sushi Bars, Cocktail Bars","japanese, sushi, cocktailbars",37.792795,-122.397989,US,CA,San Francisco,94111.0,"['pickup', 'delivery']",pickup and delivery
uhEyGINWYVfLFsl0DPHKFQ,Super Duper Burgers,4.0,323,$$,['delivery'],False,"Burgers, American (Traditional)","burgers, tradamerican",37.791465,-122.404003,US,CA,San Francisco,94108.0,['delivery'],only delivery
dqd3qpeDZKsR0AaRiM9PvA,Trailblazer Tavern - San Francisco,4.0,341,,"['delivery', 'pickup']",False,Hawaiian,hawaiian,37.790890000000005,-122.39668999999999,US,CA,San Francisco,94105.0,"['pickup', 'delivery']",pickup and delivery
IrfmgL_zZk3T_G8OzWoqMw,Tripleta,4.5,13,,,False,"Puerto Rican, Sandwiches","puertorican, sandwiches",37.761695,-122.42408700000001,US,CA,San Francisco,94110.0,,
RTMeCUm9y6Lsz6TGGERPGg,Flour & Water Pasta Shop,5.0,1,,,False,"Salad, Pasta Shops, Sandwiches","salad, pastashops, sandwiches",37.759246000000005,-122.411045,US,CA,San Francisco,94110.0,,
vmZ-bgnM5B76NUpegAjy1g,Hotbird,4.5,131,,,False,"Sandwiches, Chicken Shop, Burgers","sandwiches, chickenshop, burgers",37.7768004184036,-122.416263845447,US,CA,San Francisco,94103.0,,
TIvMX0RWgx15o5zwfWe2Pw,Schlok’s,4.5,3,,,False,"Pop-Up Restaurants, Bagels","popuprestaurants, bagels",37.790938,-122.434436,US,CA,San Francisco,94115.0,,
pgjbSwK_8DH2o_zQsr3dRQ,AshYan's Lu Ruo Fan,5.0,4,,,False,"Taiwanese, Food Delivery Services","taiwanese, fooddeliveryservices",37.77713,-122.41963999999999,US,CA,San Francisco,,,
kn782Mw92uchlBI2CyosOQ,Tokyo Hot Chicken San Francisco,4.0,24,,"['pickup', 'delivery']",False,Chicken Shop,chickenshop,37.792885999999996,-122.397979,US,CA,San Francisco,94111.0,"['pickup', 'delivery']",pickup and delivery
sk2OH92GwQjFKbguoFWHSw,Uncle Tito,4.0,1,,,False,Filipino,filipino,37.776902,-122.415244,US,CA,San Francisco,94103.0,,
KA-P3d2NcbJy5SQN-vCzPA,Aria Korean Street Food,4.0,891,$$,"['pickup', 'delivery']",False,"Korean, Tapas/Small Plates, Chicken Shop","korean, tapasmallplates, chickenshop",37.78655,-122.41795,US,CA,San Francisco,94109.0,"['pickup', 'delivery']",pickup and delivery
L5BYUnIYHKZOlQz8VxmCNQ,Mac Attack,4.5,13,,"['pickup', 'delivery']",False,American (Traditional),tradamerican,37.774817999999996,-122.410742,US,CA,San Francisco,94103.0,"['pickup', 'delivery']",pickup and delivery
oT08T3Vpn1I7jDmrBBRMTw,House of Prime Rib,4.0,7247,$$$,,False,"American (Traditional), Steakhouses, Wine Bars","tradamerican, steak, wine_bars",37.79338,-122.4225,US,CA,San Francisco,94109.0,,
kFgjHGp-cTUK5uPaSJOORA,Souvla,4.0,1418,$$,['delivery'],False,"Greek, Mediterranean","greek, mediterranean",37.77643,-122.425,US,CA,San Francisco,94102.0,['delivery'],only delivery
YbUD7-Z2Be5thHaybd7ssQ,Alchemist Bar & Lounge,4.0,440,$$,['restaurant_reservation'],False,"Lounges, Cocktail Bars, American (New)","lounges, cocktailbars, newamerican",37.7791800203336,-122.392967912689,US,CA,San Francisco,94107.0,['restaurant_reservation'],neither pickup nor delivery
WOVHQYzSAdyXYOiYDTmujQ,The Bird,4.0,1923,$,['delivery'],False,"Chicken Shop, Sandwiches","chickenshop, sandwiches",37.787240000000004,-122.39995,US,CA,San Francisco,94105.0,['delivery'],only delivery
XVPiXV_TPivnr9szB5kc-A,Birdsong,4.5,274,$$$$,,False,American (New),newamerican,37.7793175,-122.41052350000001,US,CA,San Francisco,94103.0,,
8kck3-K4zYKTJbJko0JlXQ,Farmhouse Kitchen Thai Cuisine,4.0,2673,$$,"['pickup', 'delivery']",False,"Thai, Comfort Food","thai, comfortfood",37.760192883932795,-122.4114188698492,US,CA,San Francisco,94110.0,"['pickup', 'delivery']",pickup and delivery
GjIO1jUDyaRwV0nS7WfQ7Q,Bellota,4.0,644,$$$,['delivery'],False,"Spanish, Seafood, Tapas Bars","spanish, seafood, tapas",37.772,-122.40526000000001,US,CA,San Francisco,94103.0,['delivery'],only delivery
lQv-kAI-ZOMPSJj909I1JQ,Sunset Slurps,4.5,29,,,False,"Vietnamese, Noodles, Soup","vietnamese, noodles, soup",37.773658000000005,-122.41609299999999,US,CA,San Francisco,94103.0,,
